,DAQlpGBT,EvSize,Elinks,Layer,U,V,LUV,nModules,doubleDAQlpGBT,EvSize [kb],BitsPerElink
1058,1278,68.86568,5,45,5,4,11604,5,False,2.20370176,440.740352
1059,1279,65.2912,4,45,5.5,3.5,11611.5,4,False,2.0893184,522.3296
1060,1280,65.3102,4,45,5.5,1,11609,4,False,2.0899264,522.4816
1061,1281,95.6276,6,45,6.33333333333333,2.66666666666667,11624,6,False,3.0600832,510.013866666667
1062,1282,65.2248,4,45,0,4.5,11524.5,4,False,2.0871936,521.7984
1063,1283,65.1748,4,45,4.5,4.5,11596.5,4,False,2.0855936,521.3984
1064,1284,73.09441,5,45,1,5,11541,5,False,2.33902112,467.804224
1065,1285,73.1132,5,45,4,5,11589,5,False,2.3396224,467.92448
1066,1286,60.3015,4,45,3.5,5.5,11581.5,4,False,1.929648,482.412
1067,1287,85.1966,6,45,2.66666666666667,6.33333333333333,11569,6,False,2.7262912,454.381866666667
1068,1288,64.9287,4,46,5.5,1,11865,4,False,2.0777184,519.4296
1069,1289,64.9296,4,46,5.5,5.5,11869.5,4,False,2.0777472,519.4368
1070,1290,72.91685,5,46,6,2,11874,5,False,2.3333392,466.66784
1071,1291,72.86676,5,46,6,5,11877,5,False,2.33173632,466.347264
1072,1292,59.8457,4,46,6.5,4.5,11884.5,4,False,1.9150624,478.7656
1073,1293,85.0109,6,46,7.33333333333333,3.66666666666667,11897,6,False,2.7203488,453.391466666667
1074,1294,68.62754,5,46,5,6,11862,5,False,2.19608128,439.216256
1075,1295,64.9745,4,46,4.5,6.5,11854.5,4,False,2.079184,519.796
1076,1296,68.70327,5,46,1,6,11798,5,False,2.19850464,439.700928
1077,1297,62.9468,4,46,2,6.5,11814.5,4,False,2.0142976,503.5744
1078,1298,97.3247,6,46,3.66666666666667,7.33333333333333,11842,6,False,3.1143904,519.065066666667
1079,1299,53.32712,4,47,4.5,0,12104,4,False,1.70646784,426.61696
1080,1300,53.2381,4,47,4.5,3.5,12107.5,4,False,1.7036192,425.9048
1081,1301,47.6289,3,47,5,1,12113,3,False,1.5241248,508.0416
1082,1302,49.6185,3,47,5,3,12115,3,False,1.587792,529.264
1083,1303,49.8481,3,47,5.66666666666667,2.33333333333333,12125,3,False,1.5951392,531.713066666667
1084,1304,57.49647,4,47,3.5,4.5,12092.5,4,False,1.83988704,459.97176
1085,1305,49.5443,3,47,4,4,12100,3,False,1.5854176,528.472533333333
1086,1306,49.5367,3,47,0,4,12036,3,False,1.5851744,528.391466666667
1087,1307,57.52738,4,47,1,4.5,12052.5,4,False,1.84087616,460.21904
1088,1308,86.1518,6,47,2.66666666666667,5.33333333333333,12080,6,False,2.7568576,459.476266666667
1089,1309,49.3051,3,48,5,1,12369,3,False,1.5777632,525.921066666667
1090,1310,49.3043,3,48,5,5,12373,3,False,1.5777376,525.912533333333
1091,1311,57.31531,4,48,5.5,2,12378,4,False,1.83408992,458.52248
1092,1312,57.26198,4,48,5.5,4.5,12380.5,4,False,1.83238336,458.09584
1093,1313,85.9104,6,48,6.33333333333333,3.66666666666667,12393,6,False,2.7491328,458.1888
1094,1314,53.04692,4,48,4.5,5.5,12365.5,4,False,1.69750144,424.37536
1095,1315,53.09914,4,48,1,5.5,12309.5,4,False,1.69917248,424.79312
1096,1316,47.2042,3,48,2,6,12326,3,False,1.5105344,503.511466666667
1097,1317,49.2338,3,48,4,6,12358,3,False,1.5754816,525.160533333333
1098,1318,49.7246,3,48,3.33333333333333,6.66666666666667,12348,3,False,1.5911872,530.395733333333
1099,1319,52.8883,4,49,4.5,0,12616,4,False,1.6924256,423.1064
1100,1320,52.80943,4,49,4.5,3.5,12619.5,4,False,1.68990176,422.47544
1101,1321,46.9947,3,49,5,1,12625,3,False,1.5038304,501.2768
1102,1322,49.0056,3,49,5,3,12627,3,False,1.5681792,522.7264
1103,1323,49.6576,3,49,5.66666666666667,2.33333333333333,12637,3,False,1.5890432,529.681066666667
1104,1324,48.7994,3,49,4,4,12612,3,False,1.5615808,520.526933333333
1105,1325,48.8082,3,49,0,4,12548,3,False,1.5618624,520.6208
1106,1326,56.99653,4,49,1,4.5,12564.5,4,False,1.82388896,455.97224
1107,1327,56.99253,4,49,3.5,4.5,12604.5,4,False,1.82376096,455.94024
1108,1328,85.6841,6,49,2.66666666666667,5.33333333333333,12592,6,False,2.7418912,456.981866666667
1109,1329,48.3692,3,50,5,1,12881,3,False,1.5478144,515.938133333333
1110,1330,56.45791,4,50,5.5,2,12890,4,False,1.80665312,451.66328
1111,1331,56.42344,4,50,5.5,4.5,12892.5,4,False,1.80555008,451.38752
1112,1332,48.3818,3,50,5,5,12885,3,False,1.5482176,516.072533333333
1113,1333,52.35167,4,50,1,5.5,12821.5,4,False,1.67525344,418.81336
1114,1334,48.7141,3,50,2,6,12838,3,False,1.5588512,519.617066666667
1115,1335,52.30281,4,50,4.5,5.5,12877.5,4,False,1.67368992,418.42248
1116,1336,48.762,3,50,3,6,12854,3,False,1.560384,520.128
1117,1337,47.4938,3,50,4.33333333333333,6.66666666666667,12876,3,False,1.5198016,506.600533333333
1118,1338,44.0537,3,50,6,3,12899,3,False,1.4097184,469.906133333333
1119,1339,41.3924,3,50,6.66666666666667,4.33333333333333,12911,3,False,1.3245568,441.518933333333
1120,1340,12.9137,5,37,15,0,9712,1,False,0.4132384,82.64768
1121,1341,12.8978,5,37,15,1,9713,1,False,0.4127296,82.54592
1122,1342,12.9065,5,37,15,2,9714,1,False,0.413008,82.6016
1123,1343,12.9046,5,37,15,3,9715,1,False,0.4129472,82.58944
1124,1344,12.9048,5,37,15,4,9716,1,False,0.4129536,82.59072
1125,1345,12.9169,5,37,15,5,9717,1,False,0.4133408,82.66816
1126,1346,12.8947,5,37,15,6,9718,1,False,0.4126304,82.52608
1127,1347,12.8894,5,37,15,7,9719,1,False,0.4124608,82.49216
1128,1348,12.9106,5,37,15,8,9720,1,False,0.4131392,82.62784
1129,1349,12.9256,5,37,15,9,9721,1,False,0.4136192,82.72384
1130,1350,12.8867,5,37,15,10,9722,1,False,0.4123744,82.47488
1131,1351,12.9001,5,37,15,11,9723,1,False,0.4128032,82.56064
1132,1352,12.5923,5,38,15,0,9968,1,False,0.4029536,80.59072
1133,1353,12.5776,5,38,15,1,9969,1,False,0.4024832,80.49664
1134,1354,12.5755,5,38,15,2,9970,1,False,0.402416,80.4832
1135,1355,12.5839,5,38,15,3,9971,1,False,0.4026848,80.53696
1136,1356,12.5809,5,38,15,4,9972,1,False,0.4025888,80.51776
1137,1357,12.5762,5,38,15,5,9973,1,False,0.4024384,80.48768
1138,1358,12.5907,5,38,15,6,9974,1,False,0.4029024,80.58048
1139,1359,12.5811,5,38,15,7,9975,1,False,0.4025952,80.51904
1140,1360,12.5927,5,38,15,8,9976,1,False,0.4029664,80.59328
1141,1361,12.6002,5,38,15,9,9977,1,False,0.4032064,80.64128
1142,1362,12.5774,5,38,15,10,9978,1,False,0.4024768,80.49536
1143,1363,12.5873,5,38,15,11,9979,1,False,0.4027936,80.55872
1144,1364,12.4063,5,39,15,0,10224,1,False,0.3970016,79.40032
1145,1365,12.3828,5,39,15,1,10225,1,False,0.3962496,79.24992
1146,1366,12.3632,5,39,15,2,10226,1,False,0.3956224,79.12448
1147,1367,12.3806,5,39,15,3,10227,1,False,0.3961792,79.23584
1148,1368,12.3769,5,39,15,4,10228,1,False,0.3960608,79.21216
1149,1369,12.3748,5,39,15,5,10229,1,False,0.3959936,79.19872
1150,1370,12.3908,5,39,15,6,10230,1,False,0.3965056,79.30112
1151,1371,12.3953,5,39,15,7,10231,1,False,0.3966496,79.32992
1152,1372,12.3921,5,39,15,8,10232,1,False,0.3965472,79.30944
1153,1373,12.3994,5,39,15,9,10233,1,False,0.3967808,79.35616
1154,1374,12.4012,5,39,15,10,10234,1,False,0.3968384,79.36768
1155,1375,12.4002,5,39,15,11,10235,1,False,0.3968064,79.36128
1156,1376,12.2246,5,40,15,0,10480,1,False,0.3911872,78.23744
1157,1377,12.2107,5,40,15,1,10481,1,False,0.3907424,78.14848
1158,1378,12.189,5,40,15,2,10482,1,False,0.390048,78.0096
1159,1379,12.1976,5,40,15,3,10483,1,False,0.3903232,78.06464
1160,1380,12.1951,5,40,15,4,10484,1,False,0.3902432,78.04864
1161,1381,12.2151,5,40,15,5,10485,1,False,0.3908832,78.17664
1162,1382,12.1958,5,40,15,6,10486,1,False,0.3902656,78.05312
1163,1383,12.2254,5,40,15,7,10487,1,False,0.3912128,78.24256
1164,1384,12.1992,5,40,15,8,10488,1,False,0.3903744,78.07488
1165,1385,12.2131,5,40,15,9,10489,1,False,0.3908192,78.16384
1166,1386,12.2023,5,40,15,10,10490,1,False,0.3904736,78.09472
1167,1387,12.2093,5,40,15,11,10491,1,False,0.3906976,78.13952
1168,1388,20.3805,5,41,15,0,10736,1,False,0.652176,130.4352
1169,1389,20.3743,5,41,15,1,10737,1,False,0.6519776,130.39552
1170,1390,20.3816,5,41,15,2,10738,1,False,0.6522112,130.44224
1171,1391,20.3675,5,41,15,3,10739,1,False,0.65176,130.352
1172,1392,20.376,5,41,15,4,10740,1,False,0.652032,130.4064
1173,1393,20.3822,5,41,15,5,10741,1,False,0.6522304,130.44608
1174,1394,20.3861,5,41,15,6,10742,1,False,0.6523552,130.47104
1175,1395,20.3652,5,41,15,7,10743,1,False,0.6516864,130.33728
1176,1396,20.3621,5,41,15,8,10744,1,False,0.6515872,130.31744
1177,1397,20.3676,5,41,15,9,10745,1,False,0.6517632,130.35264
1178,1398,20.377,5,41,15,10,10746,1,False,0.652064,130.4128
1179,1399,20.3781,5,41,15,11,10747,1,False,0.6520992,130.41984
1180,1400,19.9139,5,42,15,0,10992,1,False,0.6372448,127.44896
1181,1401,19.9019,5,42,15,1,10993,1,False,0.6368608,127.37216
1182,1402,19.8778,5,42,15,2,10994,1,False,0.6360896,127.21792
1183,1403,19.9098,5,42,15,3,10995,1,False,0.6371136,127.42272
1184,1404,19.9125,5,42,15,4,10996,1,False,0.6372,127.44
1185,1405,19.8996,5,42,15,5,10997,1,False,0.6367872,127.35744
1186,1406,19.918,5,42,15,6,10998,1,False,0.637376,127.4752
1187,1407,19.9135,5,42,15,7,10999,1,False,0.637232,127.4464
1188,1408,19.8935,5,42,15,8,11000,1,False,0.636592,127.3184
1189,1409,19.8945,5,42,15,9,11001,1,False,0.636624,127.3248
1190,1410,19.9105,5,42,15,10,11002,1,False,0.637136,127.4272
1191,1411,19.9093,5,42,15,11,11003,1,False,0.6370976,127.41952
1192,1412,24.4118,5,43,15,0,11248,1,False,0.7811776,156.23552
1193,1413,24.3952,5,43,15,1,11249,1,False,0.7806464,156.12928
1194,1414,24.3881,5,43,15,2,11250,1,False,0.7804192,156.08384
1195,1415,24.427,5,43,15,3,11251,1,False,0.781664,156.3328
1196,1416,24.3991,5,43,15,4,11252,1,False,0.7807712,156.15424
1197,1417,24.4014,5,43,15,5,11253,1,False,0.7808448,156.16896
1198,1418,24.411,5,43,15,6,11254,1,False,0.781152,156.2304
1199,1419,24.42,5,43,15,7,11255,1,False,0.78144,156.288
1200,1420,24.409,5,43,15,8,11256,1,False,0.781088,156.2176
1201,1421,24.3981,5,43,15,9,11257,1,False,0.7807392,156.14784
1202,1422,24.417,5,43,15,10,11258,1,False,0.781344,156.2688
1203,1423,24.4139,5,43,15,11,11259,1,False,0.7812448,156.24896
1204,1424,23.952,5,44,15,0,11504,1,False,0.766464,153.2928
1205,1425,23.9386,5,44,15,1,11505,1,False,0.7660352,153.20704
1206,1426,23.9322,5,44,15,2,11506,1,False,0.7658304,153.16608
1207,1427,23.9436,5,44,15,3,11507,1,False,0.7661952,153.23904
1208,1428,23.9413,5,44,15,4,11508,1,False,0.7661216,153.22432
1209,1429,23.9338,5,44,15,5,11509,1,False,0.7658816,153.17632
1210,1430,23.9433,5,44,15,6,11510,1,False,0.7661856,153.23712
1211,1431,23.9427,5,44,15,7,11511,1,False,0.7661664,153.23328
1212,1432,23.9378,5,44,15,8,11512,1,False,0.7660096,153.20192
1213,1433,23.9282,5,44,15,9,11513,1,False,0.7657024,153.14048
1214,1434,23.942,5,44,15,10,11514,1,False,0.766144,153.2288
1215,1435,23.949,5,44,15,11,11515,1,False,0.766368,153.2736
1216,1436,23.649,5,45,15,0,11760,1,False,0.756768,151.3536
1217,1437,23.6596,5,45,15,1,11761,1,False,0.7571072,151.42144
1218,1438,23.6461,5,45,15,2,11762,1,False,0.7566752,151.33504
1219,1439,23.6555,5,45,15,3,11763,1,False,0.756976,151.3952
1220,1440,23.6595,5,45,15,4,11764,1,False,0.757104,151.4208
1221,1441,23.6399,5,45,15,5,11765,1,False,0.7564768,151.29536
1222,1442,23.648,5,45,15,6,11766,1,False,0.756736,151.3472
1223,1443,23.6526,5,45,15,7,11767,1,False,0.7568832,151.37664
1224,1444,23.6561,5,45,15,8,11768,1,False,0.7569952,151.39904
1225,1445,23.643,5,45,15,9,11769,1,False,0.756576,151.3152
1226,1446,23.6533,5,45,15,10,11770,1,False,0.7569056,151.38112
1227,1447,23.6367,5,45,15,11,11771,1,False,0.7563744,151.27488
1228,1448,23.4409,5,46,15,0,12016,1,False,0.7501088,150.02176
1229,1449,23.4429,5,46,15,1,12017,1,False,0.7501728,150.03456
1230,1450,23.4412,5,46,15,2,12018,1,False,0.7501184,150.02368
1231,1451,23.4424,5,46,15,3,12019,1,False,0.7501568,150.03136
1232,1452,23.4278,5,46,15,4,12020,1,False,0.7496896,149.93792
1233,1453,23.4337,5,46,15,5,12021,1,False,0.7498784,149.97568
1234,1454,23.4352,5,46,15,6,12022,1,False,0.7499264,149.98528
1235,1455,23.4361,5,46,15,7,12023,1,False,0.7499552,149.99104
1236,1456,23.4491,5,46,15,8,12024,1,False,0.7503712,150.07424
1237,1457,23.4272,5,46,15,9,12025,1,False,0.7496704,149.93408
1238,1458,23.4386,5,46,15,10,12026,1,False,0.7500352,150.00704
1239,1459,23.4302,5,46,15,11,12027,1,False,0.7497664,149.95328
1240,1460,27.9901,5,47,15,0,12272,1,False,0.8956832,179.13664
1241,1461,27.9792,5,47,15,1,12273,1,False,0.8953344,179.06688
1242,1462,27.986,5,47,15,2,12274,1,False,0.895552,179.1104
1243,1463,27.9914,5,47,15,3,12275,1,False,0.8957248,179.14496
1244,1464,27.9834,5,47,15,4,12276,1,False,0.8954688,179.09376
1245,1465,27.9684,5,47,15,5,12277,1,False,0.8949888,178.99776
1246,1466,27.9955,5,47,15,6,12278,1,False,0.895856,179.1712
1247,1467,27.9811,5,47,15,7,12279,1,False,0.8953952,179.07904
1248,1468,27.9858,5,47,15,8,12280,1,False,0.8955456,179.10912
1249,1469,27.9763,5,47,15,9,12281,1,False,0.8952416,179.04832
1250,1470,27.9728,5,47,15,10,12282,1,False,0.8951296,179.02592
1251,1471,27.9777,5,47,15,11,12283,1,False,0.8952864,179.05728
1252,1472,27.713,5,48,15,0,12528,1,False,0.886816,177.3632
1253,1473,27.7241,5,48,15,1,12529,1,False,0.8871712,177.43424
1254,1474,27.7125,5,48,15,2,12530,1,False,0.8868,177.36
1255,1475,27.7128,5,48,15,3,12531,1,False,0.8868096,177.36192
1256,1476,27.7117,5,48,15,4,12532,1,False,0.8867744,177.35488
1257,1477,27.7127,5,48,15,5,12533,1,False,0.8868064,177.36128
1258,1478,27.7235,5,48,15,6,12534,1,False,0.887152,177.4304
1259,1479,27.7183,5,48,15,7,12535,1,False,0.8869856,177.39712
1260,1480,27.716,5,48,15,8,12536,1,False,0.886912,177.3824
1261,1481,27.7197,5,48,15,9,12537,1,False,0.8870304,177.40608
1262,1482,27.7122,5,48,15,10,12538,1,False,0.8867904,177.35808
1263,1483,27.7104,5,48,15,11,12539,1,False,0.8867328,177.34656
1264,1484,27.6262,5,49,15,0,12784,1,False,0.8840384,176.80768
1265,1485,27.6251,5,49,15,1,12785,1,False,0.8840032,176.80064
1266,1486,27.6384,5,49,15,2,12786,1,False,0.8844288,176.88576
1267,1487,27.6267,5,49,15,3,12787,1,False,0.8840544,176.81088
1268,1488,27.6211,5,49,15,4,12788,1,False,0.8838752,176.77504
1269,1489,27.6185,5,49,15,5,12789,1,False,0.883792,176.7584
1270,1490,27.6198,5,49,15,6,12790,1,False,0.8838336,176.76672
1271,1491,27.6226,5,49,15,7,12791,1,False,0.8839232,176.78464
1272,1492,27.6181,5,49,15,8,12792,1,False,0.8837792,176.75584
1273,1493,27.6237,5,49,15,9,12793,1,False,0.8839584,176.79168
1274,1494,27.6198,5,49,15,10,12794,1,False,0.8838336,176.76672
1275,1495,27.6265,5,49,15,11,12795,1,False,0.884048,176.8096
1276,1496,27.4548,5,50,15,0,13040,1,False,0.8785536,175.71072
1277,1497,27.447,5,50,15,1,13041,1,False,0.878304,175.6608
1278,1498,27.4554,5,50,15,2,13042,1,False,0.8785728,175.71456
1279,1499,27.4566,5,50,15,3,13043,1,False,0.8786112,175.72224
1280,1500,27.4533,5,50,15,4,13044,1,False,0.8785056,175.70112
1281,1501,27.4513,5,50,15,5,13045,1,False,0.8784416,175.68832
1282,1502,27.4513,5,50,15,6,13046,1,False,0.8784416,175.68832
1283,1503,27.4491,5,50,15,7,13047,1,False,0.8783712,175.67424
1284,1504,27.4549,5,50,15,8,13048,1,False,0.8785568,175.71136
1285,1505,27.4438,5,50,15,9,13049,1,False,0.8782016,175.64032
1286,1506,27.4538,5,50,15,10,13050,1,False,0.8785216,175.70432
1287,1507,27.4481,5,50,15,11,13051,1,False,0.8783392,175.66784
0,0,355.5475,11,1,3,2,306,3,True,11.37752,1034.32
1,2,355.4363,11,1,1,3,275,3,True,11.3739616,1033.99650909091
2,4,380.1539,12,1,3,0,304,3,True,12.1649248,1013.74373333333
3,6,379.9456,12,1,3,3,307,3,True,12.1582592,1013.18826666667
4,8,326.8147,10,1,4,2,322,3,True,10.4580704,1045.80704
5,10,326.8152,10,1,2,4,292,3,True,10.4580864,1045.80864
6,30,407.2646,12,2,3,0,560,3,True,13.0324672,1086.03893333333
7,32,406.9392,12,2,3,3,563,3,True,13.0220544,1085.1712
8,34,381.242,11,2,3,2,562,3,True,12.199744,1109.06763636364
9,36,380.987,11,2,1,3,531,3,True,12.191584,1108.32581818182
10,38,340.5573,10,2,4,1,577,3,True,10.8978336,1089.78336
11,40,340.586,10,2,3,4,564,3,True,10.898752,1089.8752
12,60,467.6358,13,3,3,0,816,3,True,14.9643456,1151.10350769231
13,62,467.5174,13,3,3,3,819,3,True,14.9605568,1150.81206153846
14,64,436.306,13,3,3,2,818,3,True,13.961792,1073.984
15,66,436.026,13,3,1,3,787,3,True,13.952832,1073.29476923077
16,68,390.8583,11,3,4,1,833,3,True,12.5074656,1137.04232727273
17,70,390.4938,11,3,3,4,820,3,True,12.4958016,1135.98196363636
18,92,444.8959,13,4,3,0,1072,3,True,14.2366688,1095.12836923077
19,94,445.1685,13,4,3,3,1075,3,True,14.245392,1095.79938461538
20,96,414.855,12,4,3,2,1074,3,True,13.27536,1106.28
21,98,414.625,12,4,1,3,1043,3,True,13.268,1105.66666666667
22,100,366.3132,10,4,4,1,1089,3,True,11.7220224,1172.20224
23,102,365.7831,10,4,3,4,1076,3,True,11.7050592,1170.50592
24,124,483.2248,13,5,3,0,1328,3,True,15.4631936,1189.47643076923
25,126,483.2699,13,5,3,3,1331,3,True,15.4646368,1189.58744615385
26,128,450.135,13,5,3,2,1330,3,True,14.40432,1108.02461538462
27,130,449.991,13,5,1,3,1299,3,True,14.399712,1107.67015384615
28,132,399.4305,12,5,4,1,1345,3,True,12.781776,1065.148
29,134,398.9747,12,5,3,4,1332,3,True,12.7671904,1063.93253333333
30,156,441.2609,13,6,3,0,1584,3,True,14.1203488,1086.18067692308
31,158,441.2469,13,6,3,3,1587,3,True,14.1199008,1086.14621538462
32,160,410.867,12,6,3,2,1586,3,True,13.147744,1095.64533333333
33,162,410.888,12,6,1,3,1555,3,True,13.148416,1095.70133333333
34,164,358.1439,10,6,4,1,1601,3,True,11.4606048,1146.06048
35,166,357.8139,10,6,3,4,1588,3,True,11.4500448,1145.00448
36,168,270.6474,9,6,4.66666666666667,2.33333333333333,1613,3,True,8.6607168,962.301866666667
37,170,270.5839,9,6,2.33333333333333,4.66666666666667,1578,3,True,8.6586848,962.076088888889
38,188,430.42,13,7,3,2,1842,3,True,13.77344,1059.49538461538
39,190,430.406,13,7,1,3,1811,3,True,13.772992,1059.46092307692
40,192,461.9141,13,7,3,0,1840,3,True,14.7812512,1137.01932307692
41,194,461.594,13,7,3,3,1843,3,True,14.771008,1136.23138461538
42,196,375.1077,12,7,4,1,1857,3,True,12.0034464,1000.2872
43,198,374.7344,12,7,3,4,1844,3,True,11.9915008,999.291733333333
44,220,387.0361,11,8,3,2,2098,3,True,12.3851552,1125.9232
45,222,386.8781,11,8,1,3,2067,3,True,12.3800992,1125.46356363636
46,224,414.2447,12,8,3,0,2096,3,True,13.2558304,1104.65253333333
47,226,414.0981,12,8,3,3,2099,3,True,13.2511392,1104.2616
48,228,332.8837,10,8,4,1,2113,3,True,10.6522784,1065.22784
49,230,332.7356,10,8,3,4,2100,3,True,10.6475392,1064.75392
50,232,249.5975,8,8,4.66666666666667,2.33333333333333,2125,3,True,7.98712,998.39
51,234,249.5858,8,8,2.33333333333333,4.66666666666667,2090,3,True,7.9867456,998.3432
52,252,424.7591,12,9,3,0,2352,3,True,13.5922912,1132.69093333333
53,254,424.4047,12,9,3,3,2355,3,True,13.5809504,1131.74586666667
54,256,396.589,11,9,3,2,2354,3,True,12.690848,1153.71345454545
55,258,396.479,11,9,1,3,2323,3,True,12.687328,1153.39345454545
56,260,339.6211,10,9,4,1,2369,3,True,10.8678752,1086.78752
57,262,339.4114,10,9,3,4,2356,3,True,10.8611648,1086.11648
58,264,253.1532,8,9,4.66666666666667,2.33333333333333,2381,3,True,8.1009024,1012.6128
59,266,253.1713,8,9,2.33333333333333,4.66666666666667,2346,3,True,8.1014816,1012.6852
60,284,378.3944,12,10,3,0,2608,3,True,12.1086208,1009.05173333333
61,286,377.9358,12,10,3,3,2611,3,True,12.0939456,1007.8288
62,288,355.5097,11,10,3,2,2610,3,True,11.3763104,1034.21003636364
63,290,355.4081,11,10,1,3,2579,3,True,11.3730592,1033.91447272727
64,292,302.5807,10,10,4,1,2625,3,True,9.6825824,968.25824
65,294,302.3982,10,10,3,4,2612,3,True,9.6767424,967.67424
66,314,384.2873,12,11,3,0,2864,3,True,12.2971936,1024.76613333333
67,316,383.7639,12,11,3,3,2867,3,True,12.2804448,1023.3704
68,318,423.2723,14,11,3.5,2.5,2874.5,4,True,13.5447136,967.479542857143
69,320,422.974,14,11,1,3.5,2835.5,4,True,13.535168,966.797714285714
70,322,305.0529,11,11,4,1,2881,3,True,9.7616928,887.426618181818
71,324,304.9412,11,11,3,4,2868,3,True,9.7581184,887.101672727273
72,344,343.3547,11,12,3,0,3120,3,True,10.9873504,998.850036363637
73,346,342.803,11,12,3,3,3123,3,True,10.969696,997.245090909091
74,348,381.1565,14,12,3.5,2.5,3130.5,4,True,12.197008,871.214857142857
75,350,380.9151,14,12,1,3.5,3091.5,4,True,12.1892832,870.663085714286
76,352,272.5884,11,12,4,1,3137,3,True,8.7228288,792.984436363637
77,354,272.3783,11,12,3,4,3124,3,True,8.7161056,792.373236363637
78,374,347.669,12,13,3,0,3376,3,True,11.125408,927.117333333333
79,376,347.1774,12,13,3,3,3379,3,True,11.1096768,925.8064
80,378,384.6464,14,13,3.5,2.5,3386.5,4,True,12.3086848,879.191771428572
81,380,384.316,14,13,1,3.5,3347.5,4,True,12.298112,878.436571428571
82,382,273.6348,11,13,4,1,3393,3,True,8.7563136,796.028509090909
83,384,273.5334,11,13,3,4,3380,3,True,8.7530688,795.733527272727
84,404,315.3993,10,14,3,0,3632,3,True,10.0927776,1009.27776
85,406,314.8528,10,14,3,3,3635,3,True,10.0752896,1007.52896
86,434,319.2617,10,15,3,0,3888,3,True,10.2163744,1021.63744
87,436,318.7926,10,15,3,3,3891,3,True,10.2013632,1020.13632
88,466,294.3149,10,16,3,0,4144,3,True,9.4180768,941.80768
89,468,294.0432,10,16,3,3,4147,3,True,9.4093824,940.93824
90,496,298.4612,10,17,3,0,4400,3,True,9.5507584,955.07584
91,498,298.1227,10,17,3,3,4403,3,True,9.5399264,953.99264
92,812,201.0758,8,27,3,0,6960,3,True,6.4344256,804.3032
93,814,200.6861,8,27,3,3,6963,3,True,6.4219552,802.7444
94,816,230.5513,9,27,3.5,2.5,6970.5,4,True,7.3776416,819.737955555556
95,818,230.4247,9,27,1,3.5,6931.5,4,True,7.3735904,819.287822222222
96,822,154.5439,8,27,4.66666666666667,2.33333333333333,6989,3,True,4.9454048,618.1756
97,824,154.4959,8,27,2.33333333333333,4.66666666666667,6954,3,True,4.9438688,617.9836
98,844,193.053,8,28,3,0,7216,3,True,6.177696,772.212
99,846,192.646,8,28,3,3,7219,3,True,6.164672,770.584
100,854,150.7179,8,28,4.66666666666667,2.33333333333333,7245,3,True,4.8229728,602.8716
101,856,150.7394,8,28,2.33333333333333,4.66666666666667,7210,3,True,4.8236608,602.9576
102,876,178.1644,8,29,3,0,7472,3,True,5.7012608,712.6576
103,878,177.9172,8,29,3,2,7474,3,True,5.6933504,711.6688
104,892,195.2982,9,29,1,3,7443,3,True,6.2495424,694.3936
105,894,157.361,8,29,2.33333333333333,3.66666666666667,7465,3,True,5.035552,629.444
106,907,186.1277,8,30,4,2,7746,3,True,5.9560864,744.5108
107,920,170.0694,9,30,1,4,7700,3,True,5.4422208,604.6912
108,922,169.7657,9,30,3,4,7732,3,True,5.4325024,603.611377777778
109,977,153.937,8,32,2.33333333333333,4.66666666666667,8234,3,True,4.925984,615.748
