,Layer,U,V,Type,Shape,ADCHits,TOXHits,EvSize,EvSizeXCheck,Elinks
435,5,7,9,LD,L,6.48095,2.84674,26.3251,26,1
436,5,6,3,LD,F,37.7106,8.30513,52.4841,53,2
437,5,7,4,LD,F,24.1909,5.01135,40.1118,38,1
438,5,8,5,LD,F,15.3076,3.15278,32.4636,33,1
439,5,9,6,LD,F,7.13606,3.19228,25.3143,25,1
440,5,10,7,LD,a,3.82629,1.72038,14.4807,15,1
441,5,3,6,LD,F,37.6063,8.30791,52.4077,53,2
442,5,3,7,LD,F,24.2749,5.01321,40.1527,38,1
443,5,3,8,LD,F,15.2925,3.15181,32.4543,33,1
444,5,3,9,LD,F,7.22024,3.2056,25.4093,25,1
445,5,3,10,LD,a,3.80319,1.71779,14.4576,15,1
446,5,7,3,LD,F,24.2484,5.05821,40.1937,38,1
447,5,8,3,LD,F,15.3026,3.12017,32.4381,33,1
448,5,9,3,LD,F,7.18728,3.1799,25.348,25,1
449,5,10,3,LD,a,3.75261,1.69292,14.3855,15,1
450,5,4,7,LD,F,24.1709,5.00688,40.0909,38,1
451,5,5,8,LD,F,15.3088,3.12222,32.4447,33,1
452,5,6,9,LD,F,7.10484,3.15433,25.2436,25,1
453,5,7,10,LD,a,3.84899,1.71619,14.4998,15,1
454,5,8,4,LD,F,15.9801,3.25488,33.0725,34,1
455,5,9,4,LD,F,7.88854,3.40268,26.2655,26,1
456,5,10,4,LD,b,4.7517,2.13755,19.8781,20,1
457,5,9,5,LD,F,7.89965,3.42279,26.296,26,1
458,5,10,5,LD,d,4.94677,2.28223,16.08,16,1
459,5,10,6,LD,b,4.76031,2.15566,19.9055,20,1
460,5,4,8,LD,F,15.8785,3.29667,33.0419,34,1
461,5,5,9,LD,F,7.86717,3.38507,26.2263,26,1
462,5,6,10,LD,b,4.72519,2.14748,19.864,20,1
463,5,4,9,LD,F,7.92219,3.42648,26.316,26,1
464,5,5,10,LD,d,4.97073,2.28012,16.0985,16,1
465,5,4,10,LD,b,4.73645,2.13537,19.862,20,1
466,6,3,0,HD,F,134.571,21.0763,145.779,147,5
467,6,2,0,HD,g,185.529,48.8371,205.543,208,5
468,6,4,0,HD,F,69.4516,8.34168,89.9389,92,3
469,6,3,3,HD,F,134.514,21.0355,145.702,147,5
470,6,2,2,HD,g,185.667,48.7884,205.587,208,5
471,6,4,4,HD,F,69.4213,8.36373,89.9579,92,3
472,6,3,2,HD,F,168.924,31.7166,179.367,180,5
473,6,2,1,HD,d,108.068,32.1769,124.829,125,3
474,6,4,3,HD,F,90.035,11.8115,106.671,105,4
475,6,1,3,HD,F,168.989,31.7922,179.476,180,5
476,6,1,2,HD,d,108.109,32.1721,124.857,125,3
477,6,1,4,HD,F,90.0356,11.7336,106.555,105,4
478,6,4,1,HD,F,90.1057,11.7808,106.687,105,3
479,6,3,1,HD,F,169.091,31.7574,179.505,180,5
480,6,5,1,HD,F,48.026,5.52664,71.9519,69,2
481,6,3,4,HD,F,90.0103,11.76,106.594,105,3
482,6,2,3,HD,F,168.942,31.736,179.396,180,5
483,6,4,5,HD,F,47.9212,5.49656,71.8239,68,2
484,6,5,2,HD,F,56.0199,6.44218,78.3738,77,3
485,6,5,3,HD,F,55.7925,6.41703,78.1666,77,2
486,6,4,2,HD,F,98.8033,13.2189,114.107,115,4
487,6,3,5,HD,F,55.8586,6.40245,78.1929,77,3
488,6,2,5,HD,F,55.9418,6.41046,78.259,77,2
489,6,2,4,HD,F,98.8041,13.2495,114.132,115,4
490,6,6,1,LD,F,26.6083,5.48542,42.1057,41,1
491,6,7,1,LD,F,15.8363,3.21314,32.9974,34,1
492,6,8,1,LD,F,7.68132,2.95114,25.6147,26,1
493,6,9,1,LD,a,4.23576,1.8149,14.9777,15,1
494,6,5,6,LD,F,26.6617,5.48232,42.147,41,1
495,6,6,7,LD,F,15.7675,3.1547,32.8835,34,1
496,6,7,8,LD,F,7.71832,2.97057,25.668,26,1
497,6,8,9,LD,a,4.2284,1.81923,14.9722,15,1
498,6,5,0,LD,F,34.0085,7.54322,49.2746,51,2
499,6,6,0,LD,F,20.5607,4.16697,37.0059,37,1
500,6,7,0,LD,F,12.0384,2.45679,29.2137,29,1
501,6,8,0,LD,F,5.40846,2.29902,22.704,22,1
502,6,5,5,LD,F,34.0044,7.53874,49.2646,51,2
503,6,6,6,LD,F,20.4212,4.17712,36.9342,37,1
504,6,7,7,LD,F,12.1026,2.46472,29.2642,29,1
505,6,8,8,LD,F,5.42719,2.30011,22.7226,22,1
506,6,5,4,LD,F,41.6051,10.314,57.0267,55,2
507,6,6,5,LD,F,26.6355,5.42767,42.057,41,1
508,6,7,6,LD,F,15.7234,3.18175,32.8905,34,1
509,6,8,7,LD,F,7.73132,2.96717,25.6793,26,1
510,6,9,8,LD,a,4.23056,1.818,14.9704,15,1
511,6,1,5,LD,F,41.6271,10.3065,57.0232,55,2
512,6,1,6,LD,F,26.6544,5.47737,42.1256,41,1
513,6,1,7,LD,F,15.6591,3.15502,32.8079,34,1
514,6,1,8,LD,F,7.68929,2.98058,25.6482,26,1
515,6,1,9,LD,a,4.22151,1.81259,14.9618,15,1
516,6,6,2,LD,F,30.5651,6.36972,45.7021,46,1
517,6,7,2,LD,F,18.3702,3.67586,35.1689,37,1
518,6,8,2,LD,F,9.73797,3.46657,28.1189,28,1
519,6,9,2,LD,F,5.0638,2.15539,22.2163,22,1
520,6,4,6,LD,F,30.4256,6.37669,45.6167,45,1
521,6,5,7,LD,F,18.3333,3.68272,35.1433,37,1
522,6,6,8,LD,F,9.75442,3.46971,28.1402,28,1
523,6,7,9,LD,F,5.08439,2.15532,22.2379,22,1
524,6,6,4,LD,F,30.4933,6.42315,45.7032,45,1
525,6,7,5,LD,F,18.3763,3.70309,35.1996,37,1
526,6,8,6,LD,F,9.70404,3.42948,28.0607,28,1
527,6,9,7,LD,F,5.09867,2.18663,22.2827,22,1
528,6,2,6,LD,F,30.5063,6.35442,45.6535,46,1
529,6,2,7,LD,F,18.3533,3.69491,35.1774,37,1
530,6,2,8,LD,F,9.67551,3.44571,28.0452,28,1
531,6,2,9,LD,F,5.12598,2.18437,22.3077,22,1
532,6,6,3,LD,F,31.9629,6.79383,47.1037,48,2
533,6,7,3,LD,F,19.9185,4.07969,36.5349,37,1
534,6,8,3,LD,F,12.2885,2.5193,29.4807,30,1
535,6,9,3,LD,L,5.74289,2.39858,25.1399,25,1
536,6,3,6,LD,F,31.9316,6.77182,47.0645,48,2
537,6,4,7,LD,F,19.8434,4.05823,36.4664,37,1
538,6,5,8,LD,F,12.1989,2.49173,29.3758,29,1
539,6,6,9,LD,L,5.66728,2.38617,25.052,25,1
540,6,7,4,LD,F,19.9311,4.06121,36.5228,37,1
541,6,8,5,LD,F,12.2552,2.50933,29.4456,30,1
542,6,9,6,LD,L,5.70092,2.40025,25.0998,25,1
543,6,3,7,LD,F,19.8924,4.07721,36.5185,37,1
544,6,3,8,LD,F,12.235,2.51502,29.4379,30,1
545,6,3,9,LD,L,5.73235,2.3926,25.1235,25,1
546,6,8,4,LD,F,12.7865,2.61064,30.0073,31,1
547,6,9,4,LD,F,6.31327,2.60032,23.9064,24,1
548,6,10,4,LD,d,3.66449,1.62728,14.2452,15,1
549,6,9,5,LD,F,6.34234,2.62526,23.9627,24,1
550,6,10,5,LD,d,3.88434,1.72974,14.5628,15,1
551,6,10,6,LD,d,3.68879,1.62512,14.269,15,1
552,6,4,8,LD,F,12.8139,2.64399,30.0619,31,1
553,6,5,9,LD,F,6.30282,2.58938,23.8867,24,1
554,6,6,10,LD,d,3.66715,1.60277,14.2267,15,1
555,6,4,9,LD,F,6.33689,2.61399,23.9423,24,1
556,6,5,10,LD,d,3.90889,1.72923,14.5816,15,1
557,6,4,10,LD,d,3.64922,1.62052,14.2257,15,1
558,7,3,2,HD,F,185.481,30.6929,189.552,190,6
559,7,2,1,HD,d,110.341,34.9807,129.298,130,3
560,7,4,3,HD,F,98.8171,10.6955,111.57,113,4
561,7,1,3,HD,F,185.604,30.755,189.696,190,6
562,7,1,2,HD,d,110.354,34.9686,129.31,130,3
563,7,1,4,HD,F,98.6859,10.6212,111.4,113,4
564,7,3,0,HD,F,147.457,19.6628,152.981,155,5
565,7,2,0,HD,g,194.529,53.2227,215.864,216,5
566,7,4,0,HD,F,75.7022,7.46882,93.0691,94,3
567,7,3,3,HD,F,147.278,19.6704,152.86,155,5
568,7,2,2,HD,g,194.525,53.15,215.787,216,5
569,7,4,4,HD,F,75.5355,7.44347,92.947,94,3
570,7,4,1,HD,F,98.8011,10.6291,111.473,113,4
571,7,3,1,HD,F,185.802,30.6276,189.69,190,6
572,7,5,1,HD,F,52.0374,4.89672,73.9447,72,2
573,7,3,4,HD,F,98.788,10.6102,111.454,113,4
574,7,2,3,HD,F,185.418,30.5908,189.397,190,6
575,7,4,5,HD,F,51.9754,4.86522,73.8834,72,2
576,7,5,3,HD,F,60.6611,5.63627,80.9321,82,3
577,7,4,2,HD,F,108.378,12.0291,119.321,123,4
578,7,5,2,HD,F,60.8056,5.66875,81.0636,82,3
579,7,2,5,HD,F,60.6994,5.63235,80.9493,82,3
580,7,2,4,HD,F,108.432,12.0344,119.37,123,4
581,7,3,5,HD,F,60.6004,5.58524,80.836,82,3
582,7,5,0,LD,F,35.4742,7.55789,50.2519,52,2
583,7,6,0,LD,F,21.7421,4.09558,37.6699,37,1
584,7,7,0,LD,F,12.6997,2.39103,29.6548,30,1
585,7,8,0,LD,L,5.59033,2.3367,24.9247,25,1
586,7,5,5,LD,F,35.4164,7.5926,50.2557,52,2
587,7,6,6,LD,F,21.5786,4.12352,37.5949,37,1
588,7,7,7,LD,F,12.7402,2.40756,29.689,30,1
589,7,8,8,LD,L,5.69904,2.35894,25.0545,25,1
590,7,5,4,LD,F,43.9431,10.4525,58.7223,57,2
591,7,6,5,LD,F,28.2493,5.41259,43.1712,42,1
592,7,7,6,LD,F,16.5857,3.10546,33.3419,35,1
593,7,8,7,LD,F,8.12904,3.02042,26.1082,26,1
594,7,9,8,LD,b,4.45965,1.86291,19.3126,19,1
595,7,1,5,LD,F,43.8217,10.459,58.6441,57,2
596,7,1,6,LD,F,28.2032,5.44424,43.1643,42,1
597,7,1,7,LD,F,16.544,3.1009,33.3073,35,1
598,7,1,8,LD,F,8.15314,3.05623,26.1653,26,1
599,7,1,9,LD,b,4.46062,1.85672,19.3077,19,1
600,7,6,1,LD,F,28.2823,5.46942,43.244,42,1
601,7,7,1,LD,F,16.6963,3.11611,33.4417,35,1
602,7,8,1,LD,F,8.08405,3.02716,26.0699,26,1
603,7,9,1,LD,F,4.49351,1.86556,21.3559,21,1
604,7,5,6,LD,F,28.2891,5.42547,43.2095,42,1
605,7,6,7,LD,F,16.5477,3.07825,33.2949,35,1
606,7,7,8,LD,F,8.11965,3.03258,26.1099,26,1
607,7,8,9,LD,F,4.4511,1.83225,21.2796,21,1
608,7,6,4,LD,F,32.1217,6.40715,46.8013,47,2
609,7,7,5,LD,F,19.3832,3.67765,35.7763,37,1
610,7,8,6,LD,F,10.2366,3.56204,28.6535,29,1
611,7,9,7,LD,L,5.32517,2.23975,24.563,24,1
612,7,2,6,LD,F,32.0537,6.34771,46.7078,47,2
613,7,2,7,LD,F,19.2937,3.65493,35.6859,37,1
614,7,2,8,LD,F,10.2243,3.53139,28.6126,29,1
615,7,2,9,LD,L,5.26568,2.20937,24.4736,24,1
616,7,6,2,LD,F,32.1483,6.34695,46.7706,47,2
617,7,7,2,LD,F,19.2911,3.61885,35.6694,37,1
618,7,8,2,LD,F,10.3009,3.60922,28.7577,29,1
619,7,9,2,LD,L,5.2083,2.18615,24.3915,24,1
620,7,4,6,LD,F,32.0277,6.36046,46.7015,47,2
621,7,5,7,LD,F,19.2832,3.60401,35.6432,37,1
622,7,6,8,LD,F,10.2651,3.55842,28.6736,29,1
623,7,7,9,LD,L,5.22474,2.19558,24.4189,24,1
624,7,6,3,LD,F,33.5079,6.79386,48.1546,50,2
625,7,7,4,LD,F,20.9698,3.99858,37.0863,37,1
626,7,8,5,LD,F,12.9326,2.4577,29.8996,30,1
627,7,9,6,LD,F,5.9461,2.45442,23.3916,23,1
628,7,10,7,LD,a,3.24855,1.39587,13.604,13,1
629,7,3,6,LD,F,33.4506,6.74979,48.0617,49,2
630,7,3,7,LD,F,20.9921,4.01066,37.1095,37,1
631,7,3,8,LD,F,12.9186,2.45181,29.887,30,1
632,7,3,9,LD,F,6.02854,2.45842,23.4769,23,1
633,7,3,10,LD,a,3.27423,1.41845,13.6504,13,1
634,7,7,3,LD,F,21.0886,4.01412,37.1724,37,1
635,7,8,3,LD,F,12.9634,2.44182,29.8991,30,1
636,7,9,3,LD,F,6.00314,2.46015,23.4545,23,1
637,7,10,3,LD,a,3.23528,1.39202,13.5872,13,1
638,7,4,7,LD,F,20.9491,4.02036,37.1046,37,1
639,7,5,8,LD,F,12.8692,2.44275,29.8366,30,1
640,7,6,9,LD,F,5.91827,2.46156,23.3729,23,1
641,7,7,10,LD,a,3.25866,1.4196,13.6338,13,1
642,7,8,4,LD,F,13.5706,2.54322,30.5222,32,1
643,7,9,4,LD,F,6.66181,2.65983,24.306,25,1
644,7,10,4,LD,b,3.91401,1.69847,18.6061,19,1
645,7,9,5,LD,F,6.69067,2.67338,24.352,25,1
646,7,10,5,LD,d,4.09871,1.71681,14.7286,15,1
647,7,10,6,LD,b,3.88374,1.67394,18.5498,19,1
648,7,4,8,LD,F,13.4916,2.55083,30.4583,31,1
649,7,5,9,LD,F,6.65807,2.64519,24.2905,25,1
650,7,6,10,LD,b,3.9003,1.68232,18.577,19,1
651,7,4,9,LD,F,6.65536,2.67659,24.3147,25,1
652,7,5,10,LD,d,4.10404,1.71467,14.7244,15,1
653,7,4,10,LD,b,3.90468,1.67978,18.5777,19,1
654,8,3,2,HD,F,160.059,25.3737,167.061,164,5
655,8,2,1,HD,d,109.223,27.8119,121.407,122,3
656,8,4,3,HD,F,81.6217,9.16426,98.5681,96,3
657,8,1,3,HD,F,159.992,25.4109,167.046,164,5
658,8,1,2,HD,d,109.291,27.7384,121.398,122,3
659,8,1,4,HD,F,81.5035,9.09168,98.4341,96,3
660,8,3,0,HD,F,124.118,16.5316,134.206,132,4
661,8,2,0,HD,g,185.267,41.0728,197.467,199,5
662,8,4,0,HD,F,61.7934,6.43189,82.5717,83,3
663,8,3,3,HD,F,124.098,16.5273,134.226,132,4
664,8,2,2,HD,g,185.241,40.972,197.357,199,5
665,8,4,4,HD,F,61.7063,6.43799,82.5151,83,3
666,8,4,1,HD,F,81.5503,9.09796,98.4357,96,3
667,8,3,1,HD,F,160.111,25.3478,167.055,164,5
668,8,5,1,HD,F,41.6344,4.29172,67.393,67,2
669,8,3,4,HD,F,81.4938,9.10933,98.434,96,3
670,8,2,3,HD,F,159.932,25.3058,166.883,164,5
671,8,4,5,HD,F,41.6715,4.30777,67.4186,67,2
672,8,5,2,HD,F,49.3766,4.91041,72.3866,69,2
673,8,5,3,HD,F,49.1862,4.89734,72.2309,69,2
674,8,4,2,HD,F,89.8219,10.2604,104.98,103,4
675,8,3,5,HD,F,49.1186,4.87274,72.1601,69,2
676,8,2,5,HD,F,49.2862,4.90612,72.3047,69,2
677,8,2,4,HD,F,90.0365,10.2638,105.121,103,4
678,8,5,0,LD,F,30.1372,5.87916,44.9124,45,2
679,8,6,0,LD,F,17.64,3.18258,34.214,36,1
680,8,7,0,LD,F,10.0268,1.83178,26.7428,27,1
681,8,8,0,LD,F,4.45463,1.71536,21.1677,21,1
682,8,5,5,LD,F,29.9502,5.89495,44.7844,45,2
683,8,6,6,LD,F,17.7007,3.17455,34.2527,36,1
684,8,7,7,LD,F,10.1074,1.84255,26.8308,27,1
685,8,8,8,LD,F,4.41389,1.70082,21.1118,21,1
686,8,5,4,LD,F,38.4213,8.10791,52.7631,53,2
687,8,6,5,LD,F,23.2904,4.17535,38.6787,37,1
688,8,7,6,LD,F,13.2686,2.37444,30.1688,30,1
689,8,8,7,LD,F,6.4031,2.23404,23.6274,23,1
690,8,9,8,LD,a,3.40326,1.34759,13.713,13,1
691,8,1,5,LD,F,38.4089,8.11394,52.7799,53,2
692,8,1,6,LD,F,23.4066,4.20149,38.7764,37,1
693,8,1,7,LD,F,13.2171,2.38253,30.1327,30,1
694,8,1,8,LD,F,6.38691,2.22829,23.6053,23,1
695,8,1,9,LD,a,3.40234,1.36109,13.7253,13,1
696,8,6,1,LD,F,23.3681,4.22311,38.7558,37,1
697,8,7,1,LD,F,13.3498,2.3879,30.2454,30,1
698,8,8,1,LD,F,6.38452,2.23702,23.6116,23,1
699,8,9,1,LD,a,3.43872,1.35291,13.7506,13,1
700,8,5,6,LD,F,23.4029,4.20163,38.771,37,1
701,8,6,7,LD,F,13.2471,2.36853,30.1409,30,1
702,8,7,8,LD,F,6.39837,2.21788,23.6069,23,1
703,8,8,9,LD,a,3.39654,1.34826,13.7094,13,1
704,8,6,2,LD,F,26.8414,4.92682,41.6875,41,1
705,8,7,2,LD,F,15.4685,2.75598,32.2769,33,1
706,8,8,2,LD,F,8.13629,2.63099,25.7318,26,1
707,8,9,2,LD,F,4.02692,1.59019,20.6149,21,1
708,8,4,6,LD,F,26.6454,4.8842,41.5269,41,1
709,8,5,7,LD,F,15.5071,2.80066,32.3427,34,1
710,8,6,8,LD,F,8.13432,2.6135,25.7142,26,1
711,8,7,9,LD,F,4.03074,1.56781,20.5963,21,1
712,8,6,4,LD,F,26.7387,4.95764,41.6501,41,1
713,8,7,5,LD,F,15.5657,2.81266,32.4014,34,1
714,8,8,6,LD,F,8.11254,2.60154,25.6793,26,1
715,8,9,7,LD,F,4.07098,1.61135,20.6803,21,1
716,8,2,6,LD,F,26.7672,4.92531,41.6566,41,1
717,8,2,7,LD,F,15.5365,2.78824,32.3589,34,1
718,8,2,8,LD,F,8.05662,2.59101,25.615,26,1
719,8,2,9,LD,F,4.06453,1.59376,20.6564,21,1
720,8,6,3,LD,F,28.1201,5.28498,42.9082,42,2
721,8,7,4,LD,F,17.0351,3.05889,33.6772,35,1
722,8,8,5,LD,F,10.2165,1.86955,26.9535,27,1
723,8,9,6,LD,F,4.64881,1.78636,21.4328,22,1
724,8,10,7,LD,d,2.51133,1.02843,12.5252,13,1
725,8,3,6,LD,F,28.0488,5.27313,42.8653,42,2
726,8,3,7,LD,F,17.0115,3.11777,33.7195,35,1
727,8,3,8,LD,F,10.16,1.86571,26.9033,27,1
728,8,3,9,LD,F,4.70481,1.782,21.4838,22,1
729,8,3,10,LD,d,2.48397,1.01586,12.4855,12,1
730,8,7,3,LD,F,17.0939,3.10403,33.7545,35,1
731,8,8,3,LD,F,10.1978,1.86284,26.9336,27,1
732,8,9,3,LD,F,4.70443,1.7854,21.4863,22,1
733,8,10,3,LD,d,2.49899,1.02146,12.5066,12,1
734,8,4,7,LD,F,16.9356,3.07863,33.6491,35,1
735,8,5,8,LD,F,10.1405,1.86898,26.8853,27,1
736,8,6,9,LD,F,4.62206,1.79984,21.4192,22,1
737,8,7,10,LD,d,2.49922,1.02607,12.5097,12,1
738,8,8,4,LD,F,10.7308,1.9563,27.5313,28,1
739,8,9,4,LD,F,5.24409,1.93955,22.1796,22,1
740,8,10,4,LD,d,2.95383,1.21094,13.1405,13,1
741,8,9,5,LD,F,5.25706,1.93661,22.1898,22,1
742,8,10,5,LD,d,3.16733,1.25403,13.3904,13,1
743,8,10,6,LD,d,2.98562,1.23056,13.1922,13,1
744,8,4,8,LD,F,10.6934,1.96807,27.5031,28,1
745,8,5,9,LD,F,5.22703,1.91859,22.1408,22,1
746,8,6,10,LD,d,2.97781,1.23365,13.1875,13,1
747,8,4,9,LD,F,5.25133,1.95617,22.2011,22,1
748,8,5,10,LD,d,3.17506,1.2392,13.3824,13,1
749,8,4,10,LD,d,2.99674,1.21712,13.1884,13,1
750,9,3,0,HD,F,131.203,14.9021,137.354,137,4
751,9,2,0,HD,g,191.871,42.8694,203.765,206,5
752,9,4,0,HD,F,64.5445,5.59972,83.6401,86,3
753,9,3,3,HD,F,130.871,14.8776,137.109,137,4
754,9,2,2,HD,g,192.041,42.7144,203.717,206,5
755,9,4,4,HD,F,64.4583,5.58762,83.5787,85,3
756,9,3,2,HD,F,170.142,23.4226,171.875,172,5
757,9,2,1,HD,d,111.708,29.0783,124.492,126,3
758,9,4,3,HD,F,85.872,8.03789,100.222,97,3
759,9,1,3,HD,F,170.215,23.4452,171.952,172,5
760,9,1,2,HD,d,111.702,29.0338,124.449,126,3
761,9,1,4,HD,F,85.7299,7.97717,100.078,97,3
762,9,4,1,HD,F,85.7463,8.01446,100.128,97,3
763,9,3,1,HD,F,170.253,23.376,171.902,172,5
764,9,5,1,HD,F,43.4284,3.56642,67.5911,67,2
765,9,3,4,HD,F,85.6625,7.98063,100.058,97,3
766,9,2,3,HD,F,170.08,23.3378,171.75,172,5
767,9,4,5,HD,F,43.4875,3.55812,67.6034,67,2
768,9,5,2,HD,F,51.3272,4.22061,73.0698,70,2
769,9,5,3,HD,F,51.2916,4.25482,73.0894,70,2
770,9,4,2,HD,F,94.5441,9.03875,106.994,107,4
771,9,3,5,HD,F,51.157,4.17324,72.8966,70,2
772,9,2,5,HD,F,51.2819,4.24663,73.0687,70,2
773,9,2,4,HD,F,94.76,9.10392,107.206,107,4
774,9,5,0,LD,F,30.6874,5.78679,45.203,46,2
775,9,6,0,LD,F,18.0526,3.07146,34.3417,36,1
776,9,7,0,LD,F,10.1658,1.74775,26.7595,27,1
777,9,8,0,LD,F,4.41673,1.73233,21.1458,21,1
778,9,9,0,LD,a,2.23143,0.902235,12.1208,12,1
779,9,5,5,LD,F,30.6573,5.77763,45.1601,46,2
780,9,6,6,LD,F,18.0965,3.05238,34.3462,36,1
781,9,7,7,LD,F,10.2551,1.76211,26.8497,27,1
782,9,8,8,LD,F,4.48569,1.72125,21.2024,21,1
783,9,9,9,LD,a,2.17508,0.880259,12.0445,12,1
784,9,5,4,LD,F,39.406,8.02373,53.3275,53,2
785,9,6,5,LD,F,23.7877,4.07527,38.9093,37,1
786,9,7,6,LD,F,13.4846,2.30192,30.2178,30,1
787,9,8,7,LD,F,6.54422,2.2364,23.763,24,1
788,9,9,8,LD,F,3.45807,1.35786,19.8137,19,1
789,9,1,5,LD,F,39.2791,8.02297,53.2412,53,2
790,9,1,6,LD,F,23.8692,4.06274,38.9524,37,1
791,9,1,7,LD,F,13.4625,2.30206,30.2041,30,1
792,9,1,8,LD,F,6.46749,2.25729,23.7098,23,1
793,9,1,9,LD,F,3.41765,1.36467,19.7804,19,1
794,9,6,1,LD,F,23.9426,4.11472,39.051,37,1
795,9,7,1,LD,F,13.5179,2.2984,30.2345,31,1
796,9,8,1,LD,F,6.45012,2.23985,23.6751,23,1
797,9,9,1,LD,F,3.43874,1.37561,19.8112,19,1
798,9,5,6,LD,F,23.869,4.09097,38.9794,37,1
799,9,6,7,LD,F,13.4956,2.29949,30.2282,30,1
800,9,7,8,LD,F,6.49305,2.22283,23.6991,23,1
801,9,8,9,LD,F,3.43599,1.37425,19.8084,19,1
802,9,6,4,LD,F,27.3022,4.85839,41.9538,41,1
803,9,7,5,LD,F,15.7846,2.70663,32.4054,34,1
804,9,8,6,LD,F,8.15378,2.62263,25.7289,26,1
805,9,9,7,LD,F,4.04558,1.62022,20.663,21,1
806,9,10,8,LD,a,1.72786,0.700497,11.4216,12,1
807,9,2,6,LD,F,27.267,4.83038,41.9126,41,1
808,9,2,7,LD,F,15.7868,2.70248,32.4027,34,1
809,9,2,8,LD,F,8.16313,2.63895,25.7563,26,1
810,9,2,9,LD,F,4.05796,1.63333,20.6884,21,1
811,9,2,10,LD,a,1.7216,0.704328,11.4194,12,1
812,9,6,2,LD,F,27.3823,4.81057,41.9639,41,1
813,9,7,2,LD,F,15.7198,2.70325,32.3595,34,1
814,9,8,2,LD,F,8.21431,2.66946,25.8348,26,1
815,9,9,2,LD,F,4.0089,1.59491,20.6001,21,1
816,9,10,2,LD,a,1.73645,0.702448,11.4338,12,1
817,9,4,6,LD,F,27.1551,4.789,41.779,41,1
818,9,5,7,LD,F,15.7042,2.69076,32.33,34,1
819,9,6,8,LD,F,8.18977,2.67309,25.8132,26,1
820,9,7,9,LD,F,4.00326,1.5823,20.583,21,1
821,9,8,10,LD,a,1.70686,0.695867,11.396,12,1
822,9,6,3,LD,F,28.5362,5.13757,43.0703,43,2
823,9,7,4,LD,F,17.329,3.00002,33.7673,35,1
824,9,8,5,LD,F,10.3466,1.78496,26.9647,27,1
825,9,9,6,LD,F,4.67258,1.79074,21.4586,22,1
826,9,10,7,LD,b,2.62446,1.07889,16.7001,17,1
827,9,3,6,LD,F,28.4434,5.13877,43.0179,42,2
828,9,3,7,LD,F,17.3185,2.97721,33.7416,35,1
829,9,3,8,LD,F,10.3574,1.79702,26.9902,27,1
830,9,3,9,LD,F,4.77192,1.80612,21.5733,22,1
831,9,3,10,LD,b,2.59016,1.07292,16.6611,17,1
832,9,7,3,LD,F,17.4175,3.0259,33.859,35,1
833,9,8,3,LD,F,10.3816,1.78654,26.9939,27,1
834,9,9,3,LD,F,4.75231,1.82235,21.5694,22,1
835,9,10,3,LD,b,2.61194,1.07824,16.688,17,1
836,9,4,7,LD,F,17.2924,2.98191,33.7376,35,1
837,9,5,8,LD,F,10.2954,1.77574,26.8975,27,1
838,9,6,9,LD,F,4.66747,1.80204,21.4647,22,1
839,9,7,10,LD,b,2.62783,1.07621,16.701,17,1
840,9,8,4,LD,F,10.89,1.88634,27.5651,28,1
841,9,9,4,LD,F,5.2867,1.94823,22.2262,22,1
842,9,10,4,LD,F,3.03824,1.20101,19.2363,19,1
843,9,9,5,LD,F,5.2962,1.97425,22.2649,22,1
844,9,10,5,LD,d,3.1875,1.26836,13.4152,13,1
845,9,10,6,LD,F,3.03964,1.18922,19.2262,19,1
846,9,4,8,LD,F,10.9098,1.88672,27.5794,28,1
847,9,5,9,LD,F,5.29601,1.93893,22.2287,22,1
848,9,6,10,LD,F,3.00979,1.20302,19.2101,19,1
849,9,4,9,LD,F,5.28267,1.96039,22.2354,22,1
850,9,5,10,LD,d,3.1815,1.27295,13.4141,13,1
851,9,4,10,LD,F,3.0589,1.20332,19.2606,19,1
852,10,3,0,HD,F,109.62,12.3314,120.497,123,4
853,10,2,0,HD,g,178.885,32.236,183.543,184,5
854,10,4,0,HD,F,52.7019,4.7964,74.3544,73,3
855,10,3,3,HD,F,109.337,12.3304,120.31,123,4
856,10,2,2,HD,g,178.855,32.0987,183.361,184,5
857,10,4,4,HD,F,52.5702,4.78264,74.2648,73,3
858,10,3,2,HD,F,145.065,19.0007,150.746,154,5
859,10,2,1,HD,d,108.301,22.6019,115.443,116,3
860,10,4,3,HD,F,70.8094,6.81731,89.3207,93,3
861,10,1,3,HD,F,145.128,19.093,150.889,154,5
862,10,1,2,HD,d,108.351,22.4916,115.372,115,3
863,10,1,4,HD,F,70.5513,6.79902,89.1471,93,3
864,10,4,1,HD,F,70.5952,6.77618,89.1483,93,3
865,10,3,1,HD,F,145.063,19.0139,150.774,154,5
866,10,5,1,HD,F,34.7846,3.16477,62.6584,65,2
867,10,3,4,HD,F,70.5495,6.74383,89.0661,93,3
868,10,2,3,HD,F,145.001,18.9754,150.676,154,5
869,10,4,5,HD,F,34.8007,3.14537,62.6561,65,2
870,10,5,3,HD,F,41.7221,3.64441,66.7808,67,2
871,10,4,2,HD,F,78.1761,7.68987,94.9326,95,3
872,10,5,2,HD,F,41.7656,3.66916,66.8436,67,2
873,10,2,5,HD,F,41.736,3.64562,66.7921,67,2
874,10,2,4,HD,F,78.1598,7.67371,94.9221,95,3
875,10,3,5,HD,F,41.5332,3.59165,66.6295,67,2
